Ticker,Sector,Price,Avg Volume,Volatility,Dividend Yield,Score
FSS,Industrials,86.98,353509,0.2891119690715738,0.0055,0.019023771370179406
BCPC,Basic Materials,171.82,118016,0.24310938321905848,0.0046,0.018921523879870485
BMI,Technology,209.08,162008,0.3019432882690291,0.0055,0.01821534113750375
AMR,Basic Materials,210.71,223366,0.5545778978337594,0.0095,0.017130145353985465
BCC,Basic Materials,135.86,318856,0.3833116426288443,0.0062,0.01617482828718401
GPI,Consumer Cyclical,364.39,131398,0.3296651909246756,0.0052,0.015773579204448475
SLP,Healthcare,32.5,149104,0.4766208965685575,0.0074,0.015525966346159938
HWKN,Basic Materials,120.03,127914,0.3867638151638113,0.006,0.01551334371199834
MGPI,Consumer Defensive,84.97,173040,0.3702157082272355,0.0056,0.015126316565051756
HSTM,Healthcare,28.78,118608,0.2621336393404116,0.0039,0.014877907352193694
VSTS,Industrials,15.02,2033691,0.6352117011403129,0.0093,0.014640788233757219
IBP,Consumer Cyclical,223.26,323216,0.44320653186709347,0.0063,0.014214591949852428
JBT,Industrials,89.62,289508,0.3192234355638622,0.0045,0.014096709384921562
MTRN,Basic Materials,105.6,95870,0.37668212732879136,0.0050999997,0.013539266479581088
CRS,Industrials,142.41,686554,0.41995583322999513,0.0056,0.013334735600477005
SHEN,Communication Services,15.64,204416,0.4454484479723305,0.0058,0.013020586391986425
HCC,Basic Materials,55.12,798722,0.4506024734286884,0.0058,0.012871655931817466
CASH,Financial Services,66.78,189282,0.2594930993186436,0.003,0.011561001074314353
TDS,Communication Services,23.55,1059090,0.5893390767243352,0.0068,0.011538349090638557
AEIS,Industrials,98.63,214296,0.36172395462100354,0.0041,0.011334610129140542
IIIN,Industrials,31.65,119185,0.3486215766125972,0.0038,0.010900071180111489
CTS,Technology,47.03,157438,0.32075222687407956,0.0034,0.010600082291353091
ESE,Technology,119.81,128422,0.2642092229865006,0.0027,0.0102191739163396
ARCB,Industrials,103.83,256596,0.4677954819979178,0.0046,0.009833357048156516
MLAB,Technology,125.71,40014,0.5474744111153051,0.0050999997,0.009315503330302453
ENSG,Healthcare,152.73,386624,0.21027977894798192,0.0016,0.007608910414518749
POWL,Industrials,168.295,407824,0.8467640676859869,0.0063,0.0074400889697840665
ACA,Industrials,91.34,270832,0.32459876992301556,0.0022,0.006777598080614322
CLB,Energy,17.0,466593,0.3890830549805888,0.0023999999,0.006168348555091239
BSIG,Financial Services,24.48,225558,0.29128156254212356,0.0016,0.0054929669630861605
TILE,Industrials,18.87,437050,0.392043772715133,0.0021,0.00535654471809683
EPAC,Industrials,41.21,304545,0.268335269905949,0.001,0.0037266811789240305
